click,price,score,judge,rec_most,rec_more,rec_normal,rec_bad,rec_morebad,readed,reading,readup
1,35.8,8.8,11076,6237,3633,1118,66,22,14093,541,6356
0,13.8,8.1,611,254,246,100,4,7,771,48,459
0,9.8,9.0,106,74,29,3,0,0,170,5,205
0,48.0,7.8,35,6,16,11,2,0,37,10,67
1,15.0,8.7,1469,790,541,123,8,7,1682,77,882
0,39.8,5.1,231,23,35,106,51,16,269,3,12
1,36.0,8.4,11531,4486,5051,1914,69,11,16802,87,1933
0,26.0,4.8,136,14,14,42,36,30,197,5,39
0,0.9,9.2,677,459,187,31,0,0,961,28,1227
0,100.0,8.5,4429,2022,1698,621,57,31,4637,2101,28080
1,21.8,9.2,2091,1396,556,133,4,2,2392,221,3012
0,39.8,6.9,694,153,241,239,50,11,825,9,209
0,28.0,8.1,303,104,145,52,0,2,403,7,192
1,20.0,8.7,145333,78481,53192,12789,726,145,191097,5010,58341
0,63.0,9.4,160,115,35,10,0,0,180,12,510
0,13.99,9.1,245,157,65,22,1,0,262,22,50
0,6.99,8.5,213,70,118,24,1,0,237,18,109
0,19.0,8.8,23,13,8,2,0,0,28,2,19
0,13.8,8.6,518,266,187,55,8,2,639,68,573
1,42.0,8.0,19798,7979,7682,3366,613,158,19557,3249,32774
0,32.0,8.2,74,32,30,9,3,0,92,5,5
1,16.0,8.0,40,23,11,4,2,0,47,12,81
0,59.0,9.3,65,58,7,0,0,0,65,4,75
0,157.0,9.6,12,10,2,0,0,0,14,5,40
0,14.0,8.0,105,57,36,12,0,0,153,8,62
1,48.0,8.0,10302,3032,4724,2248,237,61,11596,3393,27571
0,42.8,7.9,192,63,99,30,0,0,159,42,342
0,32.0,8.2,778,272,347,148,9,2,1159,41,371
0,25.0,8.3,19,9,6,4,0,0,28,2,32
0,138.0,9.4,112,70,35,7,0,0,114,14,98
0,17.0,9.1,1970,1241,603,120,5,1,2612,84,1686
0,24.0,9.5,33,24,9,0,0,0,49,3,42
0,12.0,9.2,367,222,108,36,0,1,466,56,521
0,13.8,8.7,704,390,228,82,4,0,885,82,528
1,15.0,8.3,1045,612,319,101,11,2,1249,104,1048
0,0.59,9.0,27,16,7,4,0,0,39,5,71
1,13.8,9.1,701,471,182,42,4,2,865,31,300
0,369.0,9.0,18940,11536,6042,1307,37,18,26235,627,11920
1,12.0,7.8,227,128,57,33,6,3,231,39,279
1,98.0,7.6,52,25,17,9,1,0,59,7,37
0,13.2,8.5,218,91,99,27,1,0,277,6,67
1,48.0,8.2,433,194,159,65,13,2,457,33,629
1,25.0,9.2,77548,52476,20959,3881,155,77,116369,1384,16322
0,228.0,8.9,311,182,108,20,1,0,337,90,722
1,68.0,9.1,35,20,14,1,0,0,36,4,355
0,49.8,9.1,708,428,243,33,0,4,773,42,4553
0,0.29,8.9,1862,1105,537,199,16,5,2386,57,1048
0,0.56,9.5,59,49,9,1,0,0,71,7,92
1,16.0,8.3,898,320,438,134,6,0,1238,95,2483
0,25.0,9.0,445,250,156,31,8,0,591,29,214
0,59.8,8.1,3306,1530,1266,449,52,9,3768,55,1253
0,14.0,8.4,306,171,97,37,0,1,374,26,213
1,68.0,8.4,174,74,82,18,0,0,198,8,1139
1,38.0,8.3,493,176,222,90,4,1,586,39,264
0,78.0,9.1,705,422,241,40,2,0,824,39,699
1,15.0,8.6,951,562,283,83,14,9,1114,107,1462
1,498.0,9.7,5985,5030,867,83,5,0,8405,140,1958
0,19.8,8.1,312,99,137,72,4,0,447,16,171
1,4.99,9.3,1369,961,326,72,9,1,1560,139,245
1,32.0,7.7,24535,12084,7565,2529,368,1989,38838,908,6225
1,18.0,8.7,6547,3962,2089,445,32,19,7571,333,2746
1,13.8,8.3,6078,2126,2745,1111,72,24,8629,213,3314
1,16.0,8.5,645,266,262,109,7,1,850,19,918
0,32.0,7.1,4774,801,1722,1789,372,90,5297,393,4911
0,88.0,8.2,17,7,7,2,1,0,14,7,40
1,28.0,9.0,1041,620,312,106,3,0,1384,37,977
1,17.0,7.9,25,6,12,6,1,0,32,0,2
0,0.68,9.6,40,32,6,1,1,0,44,2,169
0,17.0,8.7,2233,1108,894,210,15,6,2808,138,652
0,38.0,8.8,135,73,51,10,0,1,145,27,205
1,69.0,7.8,124,40,57,21,5,1,132,47,854
0,6.6,8.6,14,6,4,4,0,0,17,2,120
0,13.8,9.8,25,17,6,2,0,0,27,2,61
1,10.0,8.7,1652,858,608,180,6,0,2278,15,222
1,15.0,8.8,265,143,104,17,0,1,324,27,150
0,13.5,9.0,115,64,41,10,0,0,168,9,166
1,15.0,8.9,2298,1306,740,239,11,2,3015,40,576
0,10.0,9.2,9354,6081,2722,505,37,9,33193,490,7913
1,19.8,8.6,14457,6976,5485,1852,130,14,17470,795,12111
0,480.0,8.4,17221,6596,7784,2738,103,0,26522,171,2951
0,24.0,8.3,227,78,93,54,2,0,268,71,390
1,35.0,8.2,20,8,9,2,1,0,25,3,61
1,32.0,9.0,2336,1420,735,168,9,4,2894,33,322
0,15.0,8.1,382,196,138,42,3,3,492,27,314
1,10.0,8.2,1122,386,522,196,15,3,1367,48,604
1,14.8,8.9,899,565,252,72,8,2,1116,94,652
1,15.0,9.3,72,46,21,4,1,0,96,4,58
0,5.9,8.5,480,211,186,79,4,0,646,18,111
0,25.0,8.2,185,81,78,22,2,2,200,11,90
1,20.0,8.8,9881,5341,3436,997,88,19,13358,371,10251
1,22.0,8.7,83,48,28,5,2,0,103,3,7
1,28.0,9.2,11004,7109,3290,550,44,11,20009,1013,3387
1,18.0,8.7,6442,3128,2459,766,64,25,10829,1173,13831
0,42.0,8.6,21,11,6,3,1,0,26,5,27
0,14.5,9.3,2617,1873,599,133,7,5,3270,204,542
0,23.0,8.0,127,56,49,20,2,0,172,8,18
0,20.0,8.9,3083,1779,1031,249,12,12,4785,302,3177
0,28.0,8.7,4392,2023,1904,444,17,4,6330,423,3587
0,13.0,8.1,87,25,46,16,0,0,113,9,20
1,39.5,9.4,2517,1921,511,78,7,0,3284,116,485
0,16.0,8.4,239,90,123,26,0,0,278,10,18
1,19.5,8.8,5626,2994,2144,467,16,5,7855,181,3359
1,98.0,8.7,3614,1960,1182,361,57,54,3620,2604,29319
0,11.0,9.0,911,514,335,61,1,0,1159,41,281
1,3.95,8.2,119,31,57,29,2,0,193,3,23
1,48.0,9.0,129,94,31,4,0,0,158,23,45
0,25.0,8.2,299,113,143,40,3,0,432,8,72
0,175.0,9.1,833,524,222,81,5,1,972,267,1344
1,20.0,8.9,2944,1570,1146,215,11,2,6101,246,2737
0,19.8,8.1,7201,2398,3429,1289,64,21,9771,402,4071
1,59.0,9.3,11,9,2,0,0,0,15,2,17
0,11.8,8.5,288,101,143,42,2,0,414,2,266
0,26.0,8.6,634,302,260,68,3,1,861,39,239
0,11.8,8.4,3898,1439,1829,600,27,3,5786,78,507
0,12.0,9.2,1250,811,363,71,3,2,1704,91,513
0,8.3,8.5,481,179,226,73,3,0,669,18,315
1,36.9,7.4,226,61,89,65,9,2,249,17,95
0,25.0,8.6,499,201,226,65,6,1,577,37,587
1,19.5,9.1,166528,111907,43797,9825,666,333,228687,1965,25288
0,58.0,9.0,55,29,23,3,0,0,68,28,471
1,11.8,9.1,1878,1173,628,75,1,1,5041,31,819
1,68.0,9.3,4126,3039,878,185,16,8,4409,994,9973
0,25.0,7.8,17,4,9,4,0,0,27,4,16
1,2.5,8.6,1243,578,477,164,12,12,1483,236,454
1,16.0,8.2,1798,601,844,324,28,1,2328,80,1315
1,53.0,9.3,36,25,11,0,0,0,39,9,31
0,15.0,9.1,4129,2722,1185,210,12,0,5019,206,653
0,19.0,8.5,1569,600,713,229,23,4,2052,81,431
1,18.0,8.7,4335,2071,1788,438,30,8,5056,422,2283
1,16.0,8.2,5261,1766,2639,820,31,5,11055,272,3554
0,17.0,7.9,49,14,24,11,0,0,56,12,32
1,27.0,8.6,18104,7984,7713,2136,217,54,26762,929,5141
1,17.0,8.4,1495,544,721,218,10,2,1869,95,960
0,28.0,8.3,497,193,233,67,4,0,615,28,194
1,10.0,8.6,3829,1697,1632,471,26,3,5372,213,2275
1,25.0,9.2,3537,2427,973,134,3,0,7499,236,2169
1,10.3,7.9,15996,3963,7432,4075,447,79,22001,2932,11771
1,16.0,8.3,7623,2600,3583,1380,53,7,11489,204,3428
0,15.0,9.0,3438,2087,1098,244,6,3,6552,170,4817
0,66.0,9.5,663,562,85,15,0,1,781,23,176
0,80.0,8.8,293,146,110,30,7,0,297,123,714
0,47.2,8.9,52549,33106,15397,3731,210,105,79760,1839,11311
0,2.9,7.4,839,155,318,334,27,5,1153,21,154
0,25.0,8.8,304,152,112,34,6,0,359,33,162
0,20.0,7.6,57482,14083,25063,15865,1782,689,91728,1063,6709
1,24.0,8.1,1307,408,641,243,13,2,1539,111,1558
1,13.0,8.6,2058,841,905,282,24,6,3343,374,4232
1,15.8,8.1,644,221,329,86,7,1,856,18,117
0,12.0,8.7,166830,79499,70499,15833,833,166,235193,5656,64672
1,17.0,8.3,802,274,390,124,11,3,1115,39,166
1,34.0,8.7,3180,1566,1231,346,25,12,3909,533,2926
1,328.0,9.2,3873,2569,1003,255,31,15,4761,3186,33514
0,12.0,8.2,301,93,153,53,2,0,390,4,11
1,25.0,8.6,120,57,49,14,0,0,178,15,88
0,89.0,9.0,156,118,28,10,0,0,173,21,159
0,12.0,8.3,97,32,46,19,0,0,121,3,7
1,13.8,8.3,6078,2126,2745,1111,72,24,8629,213,3314
1,0.54,8.4,1529,537,757,229,6,0,2012,46,256
0,27.15,8.5,829,298,408,107,16,0,1094,25,105
1,11.0,8.1,2150,672,1070,387,15,6,2843,39,495
1,5.25,8.2,310,105,150,52,3,0,426,14,216
0,10.6,7.6,369,97,149,101,17,5,523,5,38
1,15.0,9.2,4153,2806,1091,224,20,12,5002,580,9566
1,43.0,8.5,32089,13240,14362,4135,288,64,47910,2655,24092
1,6.0,9.1,14032,8546,4504,926,42,14,18817,1658,29770
0,8.5,8.1,238,73,113,48,4,0,323,1,6
1,16.0,8.6,1754,800,748,191,12,3,2264,145,2814
0,19.9,8.1,18955,6028,8853,3772,265,37,29061,1049,7941
1,7.6,8.5,3807,1558,1695,521,26,7,5656,75,1013
0,1.2,9.4,138,102,31,5,0,0,189,8,61
0,60.0,9.7,174,130,26,18,0,0,192,6,245
1,15.0,8.4,14702,5631,6455,2440,147,29,28909,698,11511
0,10.0,8.8,491,281,156,51,3,0,560,117,1005
0,22.0,9.3,665,452,179,34,0,0,791,66,1424
1,36.0,8.7,9178,4608,3598,881,73,18,10341,1292,5398
1,11.1,8.9,3354,1867,1133,308,33,13,3899,229,1036
1,15.0,8.3,1082,367,537,169,7,2,1460,40,295
0,12.0,8.1,5018,1440,2540,988,45,5,7290,102,1432
1,5.6,8.0,12827,3755,6369,2576,115,12,23265,392,5126
0,18.5,9.0,14401,8518,4849,949,57,28,26370,846,5598
0,88.0,6.1,373,118,81,48,19,107,377,69,240
1,23.0,9.5,1337,1111,195,25,4,2,1611,242,227
0,78.0,8.3,282,161,78,21,1,21,13246,1153,7844
0,34.0,9.0,386,258,97,29,1,1,479,32,81
0,42.0,8.1,35,18,11,6,0,0,48,4,459
1,8.0,8.5,2195,951,925,298,19,2,2969,44,227
1,19.8,8.0,15943,4501,7597,3463,303,79,23048,4545,24381
1,10.0,9.1,433,271,136,26,0,0,553,4,38
0,69.0,7.3,77,17,33,25,1,1,86,15,127
1,28.0,8.6,3726,1692,1446,533,44,11,4889,935,11099
1,66.0,9.0,45640,28400,14177,2972,91,0,70930,3045,39591
1,35.0,8.1,817,282,358,149,18,10,919,53,514
0,15.8,8.7,1515,726,626,153,9,1,1854,407,2110
1,3.75,8.7,1037,461,451,119,5,1,1393,53,482
0,18.0,8.1,728,221,340,154,10,3,992,33,174
1,18.0,8.3,12856,4586,6024,2106,115,25,22417,230,3495
1,15.0,8.3,3783,1385,1828,522,45,3,8554,244,3308
0,11.0,8.4,7555,2848,3514,1110,68,15,11768,170,1893
0,13.0,8.5,103,40,43,20,0,0,144,0,8
1,28.0,9.0,2033,1195,682,152,4,0,2733,183,555
0,35.0,8.0,17187,5127,7794,3940,275,51,25341,1271,8877
1,29.0,8.9,608050,348154,216074,40171,2434,1217,860476,56316,360172
0,26.0,8.8,76,47,20,8,0,1,89,14,14
1,13.0,9.4,10213,7906,1920,337,30,20,27663,1037,4105
0,14.8,8.4,4486,1732,2033,677,40,4,6151,111,922
0,34.8,9.1,27,15,11,1,0,0,30,5,2
1,22.0,8.8,11526,6207,4019,1186,80,34,16487,1695,16168
1,18.0,8.8,3078,1632,1136,295,12,3,3880,709,6549
1,10.8,7.7,14067,3253,6689,3802,267,56,29648,340,2921
0,0.0,7.8,15895,4105,6747,4455,477,111,21219,3479,17120
1,70.0,8.5,70,31,34,5,0,0,82,13,86
0,32.0,8.5,77,34,34,8,1,0,91,17,20
0,0.31,9.2,6024,4204,1495,307,18,0,13580,263,5523
0,14.0,7.9,1982,454,1016,492,17,3,2740,46,451
0,16.0,8.3,178914,67877,80055,27401,2686,895,215563,16040,126439
1,10.0,8.4,16,7,5,4,0,0,20,0,1
1,49.8,9.0,1203,622,471,96,6,8,1276,139,218
1,18.0,8.2,2416,805,1146,420,33,12,5204,205,2575
0,25.0,9.1,736,469,209,56,2,0,922,70,870
0,9.0,8.7,13368,6578,5294,1377,93,26,18847,1953,22918
0,19.2,9.1,3209,1953,1026,221,6,3,4554,475,2955
1,32.0,8.1,299,67,165,59,6,2,358,39,198
1,19.8,7.2,5152,825,2187,1847,247,46,6500,450,2824
0,35.8,9.5,53,38,11,4,0,0,63,6,69
1,18.0,8.7,1658,863,619,162,11,3,2152,114,2885
1,8.0,9.1,3212,1968,1017,215,6,6,4213,103,4159
1,20.0,8.4,1058,450,433,166,8,1,1262,110,210
1,45.7,8.5,65,31,24,10,0,0,86,16,23
1,58.0,9.6,3661,3019,527,91,10,14,4700,601,2503
1,20.0,8.7,1877,895,769,197,15,1,2406,200,2009
1,18.0,8.2,3119,966,1574,542,28,9,4027,166,1832
0,25.0,8.4,10891,4078,4994,1646,141,32,14131,1121,6378
1,12.0,7.7,2464,479,1185,755,41,4,3311,42,249
1,18.0,8.9,1109,628,369,105,5,2,1386,106,906
0,23.8,8.9,2011,1071,749,179,10,2,2117,335,494
0,68.0,9.3,752,561,162,21,5,3,3018,156,885
1,35.0,7.1,333,62,113,123,24,11,444,63,787
1,34.0,8.2,194,61,82,45,6,0,251,25,116
1,39.0,9.3,2842,2035,683,122,2,0,3554,84,910
1,29.0,8.2,20278,7017,9653,3265,283,60,40104,687,7750
0,25.0,9.0,3382,2131,1009,220,16,6,3821,976,11700
0,36.0,8.9,504,319,155,26,3,1,542,83,261
0,14.1,8.3,17970,6481,8349,2962,143,35,30880,1799,16643
0,36.0,8.5,639,264,268,81,19,7,715,186,2006
0,46.0,8.5,346,155,138,49,3,1,408,39,168
1,39.8,7.1,1204,416,402,206,36,144,1153,328,258
0,50.0,9.6,808,622,164,21,1,0,951,70,333
1,25.0,9.1,1557,992,474,84,6,1,5802,237,3863
1,20.0,8.7,98966,46713,40676,10688,692,197,133959,3635,66356
1,15.0,8.8,8680,4328,3495,815,34,8,12658,394,2586
1,32.8,8.7,8000,4133,2942,879,39,7,10608,264,2627
1,9.0,8.2,451,162,212,77,0,0,598,3,112
0,11.0,7.9,6137,1479,3008,1559,85,6,12188,427,6604
1,9.2,8.1,148918,53909,70886,23082,893,148,208077,856,11287
0,16.8,8.1,801,206,424,152,19,0,1251,30,158
1,4.15,9.2,490,343,123,22,2,0,676,54,523
0,22.0,8.8,862,444,348,63,6,1,1162,72,431
1,21.0,9.0,3757,2274,1135,311,26,11,4566,614,9893
0,16.0,8.0,228,69,103,48,8,0,306,2,18
0,52.0,8.4,489,191,219,64,13,2,488,87,328
1,18.0,8.6,3843,1707,1614,461,42,19,4814,530,3676
0,19.8,7.3,83,39,22,15,3,4,83,24,155
0,34.5,7.5,286,63,135,76,10,2,414,23,653
1,18.5,8.1,139,45,61,30,3,0,159,1,8
0,26.0,8.1,2943,1064,1288,513,67,11,3745,184,1319
1,7.2,7.1,328,62,123,125,14,4,433,26,693
1,18.0,8.8,1098,561,428,106,3,0,1652,61,797
0,18.0,8.1,155,46,62,41,6,0,200,4,15
1,18.0,9.2,880,590,231,57,1,1,1129,56,237
1,22.5,8.4,1770,737,783,237,8,5,11497,108,930
0,19.8,8.5,561,228,275,55,3,0,662,43,195
0,25.0,9.2,77551,52478,20960,3881,155,77,116373,1384,16323
0,115.0,9.1,16,10,5,1,0,0,21,4,43
1,1.3,7.9,2660,857,1168,535,74,26,3511,94,765
0,29.8,7.9,13,3,6,4,0,0,14,0,1
1,37.0,9.2,8213,5244,2478,443,32,16,11789,1463,10645
0,45.0,9.0,40,22,14,4,0,0,47,10,141
1,0.17,8.8,165,70,68,25,1,1,213,6,249
0,21.0,8.8,4210,2309,1506,370,21,4,5091,198,2058
1,13.0,9.3,30772,22034,7386,1261,61,30,43051,3551,25280
0,17.0,8.5,5746,2295,2704,696,46,5,13416,605,8008
0,16.0,7.7,1002,224,473,291,11,3,1292,59,807
1,11.0,8.6,362,173,135,54,0,0,468,9,98
1,28.0,9.3,128789,93374,30652,4378,257,128,147897,12307,120761
0,25.0,8.2,249,91,114,40,4,0,312,17,58
0,35.0,9.0,616,372,181,51,9,3,1869,657,8889
0,7.8,7.9,59111,15767,25629,15590,1712,413,96274,4789,31868
0,14.0,8.5,463,192,191,75,5,0,617,7,59
0,42.0,8.1,239,79,99,52,6,3,252,18,330
0,7.4,9.0,3864,2273,1194,375,15,7,5608,108,941
0,11.0,8.6,1383,624,585,166,8,0,1784,26,410
0,13.8,8.0,621,283,231,96,6,5,774,40,546
1,36.0,8.1,4385,1408,2000,921,43,13,6187,122,831
0,14.8,9.3,427,322,78,21,3,3,537,39,277
1,17.8,9.0,6799,4230,1945,584,27,13,9215,394,4331
0,18.0,8.9,2017,1074,726,201,12,4,2727,81,1080
0,16.5,7.0,343,196,65,31,10,41,276,123,334
1,20.0,8.5,1013,494,376,124,11,8,1296,49,1535
1,59.0,8.8,4473,2515,1638,299,17,4,4716,378,6125
1,66.0,9.0,98547,65929,25228,6701,591,98,135209,1361,15831
1,15.0,8.3,1414,736,437,175,28,38,1721,117,856
1,20.0,9.0,768,458,242,63,3,2,1009,97,1954
1,18.0,9.1,1609,1045,459,96,3,6,1902,58,743
1,17.0,9.3,1926,1332,511,82,1,0,2500,83,2339
0,23.0,8.4,17,7,7,1,2,0,24,2,24
0,16.8,8.1,111,61,32,16,2,0,108,16,113
1,7.5,9.5,59,45,14,0,0,0,69,3,25
0,100.0,8.5,402,198,159,43,2,0,416,77,3778
0,20.0,8.6,266,142,102,20,1,1,336,45,845
1,20.0,8.0,27,15,5,5,1,1,20,11,57
0,30.0,9.2,39,29,7,2,0,1,42,5,39
1,19.0,8.3,3683,1404,1636,611,29,3,5135,99,761
1,69.0,7.3,5758,1372,1983,1862,374,167,6239,388,2522
0,29.8,8.6,689,312,282,89,6,0,990,61,1509
1,15.0,8.6,2867,1314,1116,401,28,8,3734,34,620
0,15.0,7.0,523,236,150,107,19,11,583,64,502
0,14.5,8.6,483,209,208,63,3,0,615,64,1938
0,29.8,9.1,559,375,138,42,1,3,597,93,2253
0,48.0,9.7,86,63,20,3,0,0,95,2,305
0,27.0,9.3,18,12,6,0,0,0,19,3,14
1,35.0,9.4,40,26,10,4,0,0,40,6,87
1,8.0,9.0,419,249,130,35,5,0,535,38,409
0,22.0,9.2,56,38,15,3,0,0,70,13,63
0,29.8,9.0,349,232,97,16,2,2,400,65,885
1,27.0,7.8,640,258,267,105,7,3,778,39,433
0,19.0,8.3,159,84,58,14,3,0,190,15,123
1,15.0,8.7,610,440,107,42,7,14,476,178,820
1,19.8,9.1,1080,693,326,56,3,2,1238,54,394
0,25.0,8.4,94,57,28,9,0,0,105,15,35
0,59.0,8.7,104707,61360,32669,9842,732,104,144162,742,11210
1,13.0,8.8,3932,2028,1516,358,23,7,5519,95,832
0,15.8,8.0,1358,651,481,189,29,8,1666,231,1704
0,12.0,8.8,205,113,68,20,3,1,252,18,145
1,15.0,9.0,2386,1420,748,203,11,4,3399,32,388
0,28.0,9.3,17,10,7,0,0,0,19,1,29
0,11.0,8.5,1015,451,385,169,8,2,1339,32,264
0,29.8,9.1,505,317,130,53,3,2,649,12,268
0,19.8,9.0,447,271,142,34,0,0,608,16,653
0,15.8,9.3,13,9,4,0,0,0,17,3,61
1,98.0,8.9,1704,991,554,148,10,1,1972,208,3977
1,29.8,9.3,80,55,18,4,1,2,84,5,52
0,98.0,7.6,52,25,17,9,1,0,59,7,37
1,36.8,9.4,382,279,88,13,1,1,466,14,415
1,13.8,9.0,795,498,233,54,6,4,922,141,925
1,13.8,8.8,465,263,147,50,5,0,585,29,155
0,18.0,9.1,427,318,92,17,0,0,981,123,2176
1,42.0,8.5,254,122,97,27,5,3,274,46,2567
1,20.0,8.2,1640,764,605,246,19,6,1980,132,1231
0,16.0,8.3,898,320,438,134,6,0,1238,95,2483
0,15.0,8.4,1581,821,552,185,14,9,1884,171,1729
0,15.0,8.5,56,29,23,4,0,0,59,7,58
0,35.0,7.9,161,36,81,42,1,1,176,7,78
0,58.0,8.9,56,36,18,1,0,1,59,12,486
0,11.0,8.6,347,160,143,41,3,0,539,4,40
1,24.0,8.9,24,16,4,4,0,0,28,3,17
1,25.0,8.2,249,91,114,40,4,0,312,17,58
1,28.0,8.3,2332,879,1036,378,30,9,2712,235,4007
0,23.0,8.4,28,20,8,0,0,0,30,4,43
0,56.0,9.3,654,503,128,21,1,1,786,22,84
0,32.0,8.3,24,9,12,3,0,0,23,6,32
0,18.0,8.5,3538,1506,1513,488,24,7,4758,236,1122
1,10.0,8.6,70,39,20,11,0,0,95,13,159
0,68.0,9.1,178,102,75,1,0,0,80,101,174
0,32.8,8.8,917,481,328,97,11,0,1147,83,707
0,14.0,8.1,345,168,123,49,1,4,389,26,174
0,15.0,8.5,994,532,322,125,10,5,1213,72,749
1,19.8,8.6,14457,6976,5485,1852,130,14,17470,795,12111
0,78.0,9.0,16,9,7,0,0,0,17,0,212
0,49.9,8.3,114,43,50,20,0,1,112,31,495
1,14.8,8.6,32,14,12,6,0,0,47,4,18
1,26.0,8.8,2372,1277,883,201,9,2,2607,106,1490
0,20.0,7.5,50,18,14,18,0,0,51,11,43
1,3.0,9.4,4376,3213,941,210,4,8,5875,139,1501
0,13.8,8.7,338,196,101,40,1,0,424,25,278
1,16.0,9.3,18,14,3,1,0,0,16,8,35
0,28.0,8.8,739,362,298,72,5,2,902,90,220
0,20.0,9.1,15,10,4,1,0,0,17,4,19
0,10.99,9.3,5370,3820,1320,220,5,5,5844,807,855
0,25.0,8.9,486,263,173,45,3,2,615,64,1257
0,42.0,7.6,118,57,37,22,2,0,122,1,533
0,45.0,8.3,42,6,31,5,0,0,42,9,447
1,58.0,9.0,33,19,10,3,1,0,45,21,365
0,20.0,8.1,148,59,57,25,2,5,142,43,268
1,11.5,9.3,1677,1139,408,124,5,1,2390,135,2857
1,9.8,7.7,77,34,29,10,2,2,98,27,94
0,15.0,8.4,579,357,160,55,2,5,615,64,574
1,38.9,9.2,286,188,82,16,0,0,749,237,5811
0,26.8,8.7,544,301,177,54,8,4,681,37,675
0,27.0,9.3,97,59,32,6,0,0,100,7,183
1,14.0,7.6,32,10,15,7,0,0,35,3,42
1,12.0,9.6,35,28,6,1,0,0,41,4,19
0,38.0,7.6,154,42,67,45,0,0,184,30,212
1,22.5,9.3,542,396,124,22,0,0,664,35,425
1,16.0,7.3,280,87,123,60,5,5,349,10,87
0,8.0,8.1,307,115,122,66,4,0,422,3,99
0,11.0,8.1,92,33,39,18,1,1,116,1,27
1,264.0,9.5,2518,2051,372,80,10,5,2931,215,2034
1,15.0,6.6,179,140,19,10,5,5,103,147,497
0,28.0,7.6,399,81,180,130,8,0,474,19,161
1,9.0,9.1,8161,5191,2261,653,40,16,10993,210,1609
0,14.0,8.8,229,148,66,12,3,0,252,17,98
1,15.0,8.7,58,42,9,3,2,2,63,10,85
1,13.8,8.8,512,297,160,52,3,0,625,24,186
0,12.8,8.6,491,231,197,59,4,0,612,10,113
0,28.0,9.0,1041,620,312,106,3,0,1384,37,977
0,10.0,8.8,2986,1635,971,337,35,8,3799,119,1466
1,9.0,9.1,1292,799,401,89,3,0,1699,68,1048
0,15.0,8.4,1070,597,330,128,8,7,1243,122,1317
0,28.0,9.6,13,13,0,0,0,0,11,6,38
0,10.6,8.6,3980,1716,1625,609,27,3,6086,98,1211
1,13.8,9.1,1895,1247,510,132,5,1,2484,140,834
1,15.0,8.3,1005,391,402,198,13,1,1287,33,266
1,15.0,8.2,163,76,62,23,2,0,186,6,145
1,56.0,9.0,31,22,9,0,0,0,33,2,322
1,18.0,8.5,3142,1484,1295,336,18,9,3729,157,1218
0,29.8,8.2,151,50,67,33,1,0,182,7,175
1,26.8,8.2,183,85,63,31,2,2,229,12,34
1,12.0,7.7,22,8,6,8,0,0,32,4,26
1,28.0,8.8,51,33,11,4,1,2,52,18,235
0,10.0,8.2,1122,386,522,196,15,3,1367,48,604
0,58.0,9.0,16,10,4,2,0,0,18,0,4
0,16.0,8.4,166,90,54,18,2,2,171,43,314
1,28.0,8.2,14162,5193,6070,2603,240,56,18828,1094,9918
1,20.0,8.7,145337,78483,53194,12789,726,145,191104,5010,58343
0,13.0,8.2,3094,990,1582,486,24,12,9655,81,1211
0,16.0,8.0,125,99,15,5,1,5,94,70,319
0,18.0,7.0,42,22,12,7,0,1,31,23,122
0,25.0,9.2,696,487,170,39,0,0,867,25,453
0,30.0,9.5,41,28,12,1,0,0,49,7,136
0,20.0,9.1,26,16,10,0,0,0,29,0,20
0,12.0,7.8,227,128,57,33,6,3,231,39,279
0,50.0,9.7,67,52,11,4,0,0,78,7,136
1,11.8,8.1,227,75,92,57,3,0,365,13,154
0,20.0,7.5,250,130,81,31,1,7,213,88,535
1,10.0,8.8,1744,1012,562,155,10,5,2063,122,1111
0,18.0,8.1,19,11,3,4,1,0,25,1,32
1,19.5,8.4,1933,863,743,305,17,5,2837,23,679
0,18.0,7.8,203,65,85,49,4,0,269,5,48
1,15.0,9.1,7944,5118,2296,484,31,15,17905,521,8540
1,14.8,8.9,379,209,131,38,0,1,514,19,395
0,98.0,8.6,131,67,52,11,0,1,144,42,434
0,18.0,8.5,19,11,4,3,1,0,18,5,21
1,15.0,8.4,149,75,61,11,1,1,164,26,238
0,25.0,7.0,520,313,97,74,18,18,523,96,853
1,0.47,9.0,207,123,73,10,1,0,267,9,335
1,48.0,8.9,26,16,10,0,0,0,28,0,137
1,3.5,8.1,3292,1253,1207,751,62,19,4811,142,4638
0,18.0,5.4,64,12,7,26,13,6,87,0,14
0,14.0,7.9,1195,348,523,300,20,4,1488,30,199
0,2.6,9.7,45,35,7,3,0,0,58,2,142
1,56.0,8.5,752,373,288,79,12,0,840,26,1298
0,13.0,9.3,1702,1251,361,76,13,1,2202,100,1357
0,15.0,7.8,392,194,113,73,9,3,445,29,302
1,20.0,8.1,865,258,393,199,13,2,1172,11,401
1,28.8,8.1,11803,3636,5843,2195,118,11,14128,1637,17435
0,13.8,8.6,364,215,107,38,2,2,448,34,382
1,19.0,7.3,44,24,10,7,3,0,49,7,40
0,15.0,8.3,415,237,129,44,5,0,447,72,356
0,17.0,9.6,107,77,28,2,0,0,140,6,76
1,27.8,8.5,1904,867,768,249,17,3,2594,94,1345
0,58.0,7.8,272,92,137,38,4,1,273,54,1211
1,16.0,8.2,2277,914,950,371,29,13,2939,61,1138
0,20.0,8.5,148,91,34,21,1,1,184,10,96
0,20.0,8.5,226,119,86,16,2,3,187,57,369
