click,price,score,judge,rec_most,rec_more,rec_normal,rec_bad,rec_morebad,readed,reading,readup
0,70.0,8.6,632,291,228,95,13,5,633,257,9237
0,32.0,7.0,335,53,114,122,36,10,382,58,1911
1,28.8,8.8,17695,9237,6406,1752,141,159,20261,2866,116272
0,48.0,8.1,387,102,193,88,3,1,400,95,2034
1,39.8,8.6,246,132,100,11,2,1,255,45,347
0,58.0,8.5,237,80,114,30,6,7,265,29,1870
0,48.0,7.8,4775,1011,2386,1221,119,38,5135,528,5504
1,36.0,8.9,5861,3186,2290,363,17,5,6246,709,3012
0,18.0,8.7,810,380,314,108,7,1,1011,67,228
0,38.0,6.8,617,86,178,285,57,11,680,29,509
0,39.0,6.7,448,56,117,223,48,4,495,28,237
1,42.8,7.3,1157,270,439,359,77,12,1276,104,1779
0,58.0,8.1,78,22,31,20,3,2,99,36,446
1,88.0,8.0,8054,2263,3746,1949,80,16,11915,196,2665
1,25.0,9.2,3899,2480,1205,210,3,1,4606,620,11694
0,45.0,7.2,407,106,128,139,26,8,429,44,729
1,29.5,9.0,1221,723,410,75,12,1,1387,217,7315
1,42.0,9.1,7647,4818,2241,497,61,30,8266,1831,25689
0,56.0,8.1,994,326,436,202,28,2,1241,43,1287
0,18.0,6.5,817,51,239,434,77,16,884,65,676
1,88.0,8.2,8186,2669,3856,1596,57,8,11694,243,3700
0,49.8,7.6,288,114,87,48,16,23,295,22,127
1,98.0,9.3,468,356,102,6,2,2,349,327,2187
0,36.0,7.5,572,101,236,217,13,5,634,47,788
1,36.0,7.3,5953,1101,2465,2019,285,83,7147,1083,9656
1,32.0,7.2,1646,243,604,678,102,19,2015,205,4976
1,45.0,7.3,1604,268,658,589,80,9,1575,456,10830
0,48.0,6.9,739,80,263,327,66,3,878,76,1794
0,198.0,8.8,593,295,244,51,2,1,596,149,3115
0,29.8,8.5,834,410,321,86,11,6,852,174,2213
1,36.8,8.7,23242,10506,10506,2115,92,23,26307,1291,35236
0,35.0,5.8,959,103,181,398,187,90,1003,147,1109
1,79.8,8.9,5909,3455,1994,396,53,11,7103,1051,27153
0,48.0,8.5,74,38,29,5,1,1,76,12,960
0,49.8,7.2,210,48,86,58,13,5,217,33,319
0,40.0,7.4,84,20,34,27,2,1,91,16,443
1,68.0,9.1,31854,22002,7844,1690,191,127,39726,3306,13368
1,35.0,7.1,6365,839,2322,2684,419,101,7226,430,4620
1,25.0,8.1,12246,4160,5261,2337,403,85,15093,2979,31772
0,128.0,8.1,643,198,281,143,18,3,741,97,1988
0,29.0,7.7,277,66,109,90,11,1,314,62,1590
1,29.0,7.7,2164,498,1010,576,67,13,2382,130,1498
0,25.0,8.2,76196,24383,36727,14096,838,152,93055,8533,67119
0,25.0,8.0,709,211,325,149,22,2,819,106,1924
1,59.0,6.2,130,55,53,15,6,1,135,11,349
0,270.0,7.7,265,73,116,63,12,1,275,68,1607
1,49.8,8.6,1082,477,450,144,6,5,1227,407,4295
1,30.0,9.2,1644,1162,370,93,8,11,1681,1169,6485
1,39.8,8.0,1142,313,513,268,40,8,1215,357,4777
1,19.0,8.7,1809,937,691,171,9,1,2189,227,3191
0,52.0,7.4,144,48,47,43,3,3,146,18,702
1,52.0,8.3,923,311,437,158,15,2,971,251,4862
1,58.0,8.5,516,271,201,36,6,2,504,92,1012
1,65.0,8.4,83,44,23,14,1,1,88,18,370
0,45.0,6.7,1131,109,365,530,104,23,1242,67,1163
0,32.0,7.5,494,99,181,184,28,2,549,53,844
1,42.0,8.9,1279,710,494,71,1,3,1171,351,3529
1,26.0,8.9,15130,8277,5538,1240,45,30,18063,1585,18288
0,88.0,7.3,453,85,183,144,33,8,488,54,1640
1,32.0,7.0,1920,294,613,793,176,44,2174,217,1684
1,32.0,7.9,2394,714,1027,551,79,23,2604,794,8720
1,48.0,8.2,4930,1606,2503,734,73,14,5287,382,6457
1,36.0,7.5,16483,3049,7369,5094,708,263,20255,1687,6290
1,26.0,8.5,3320,1498,1319,441,43,19,3809,526,2876
1,69.0,7.3,1723,372,695,548,79,29,1865,93,1127
0,68.0,6.9,240,20,79,114,23,4,275,11,403
0,32.8,6.8,1242,115,382,649,79,17,1425,106,1626
1,23.0,8.2,2234,619,1186,395,26,8,2744,258,3605
1,69.0,8.8,3081,1618,1177,268,15,3,3851,228,8540
1,45.0,8.3,329,112,175,39,2,1,369,40,1776
1,59.8,7.3,44,13,13,13,4,1,43,6,158
1,44.0,7.1,1338,227,501,517,76,17,1485,85,2639
0,58.0,6.2,40,5,13,19,1,2,50,10,605
1,55.0,9.1,1874,1119,593,146,13,3,1750,711,10934
0,48.0,7.0,872,122,323,369,46,12,955,80,1092
1,27.0,8.2,3824,1175,1911,689,42,7,4471,551,5165
0,240.0,9.0,255,141,98,14,1,1,305,26,805
1,36.0,8.1,1044,298,543,191,6,6,1314,177,2479
0,35.0,6.9,3868,545,1283,1666,297,77,4693,408,2447
0,48.0,8.1,91,36,44,7,2,2,80,29,1365
0,25.0,7.6,656,113,319,208,15,1,798,65,1141
0,39.8,7.1,614,68,225,282,36,3,701,23,703
0,45.0,7.3,5099,1281,2001,1414,296,107,5548,569,3085
1,36.0,7.6,4744,1243,2064,1177,218,42,5148,357,4436
1,42.0,7.4,7762,1506,3245,2585,349,77,8664,977,14670
0,28.0,7.6,471,76,231,152,11,1,583,124,1525
0,26.0,8.2,607,198,295,101,10,3,619,166,99
0,98.0,6.9,711,115,224,307,53,12,873,70,2816
1,32.0,8.2,4046,1268,2058,680,32,8,4499,205,3334
0,28.0,8.2,2006,719,880,383,20,4,2458,138,1056
0,38.0,8.4,436,194,193,42,6,1,484,35,1046
0,39.9,7.3,421,80,164,146,24,7,433,33,329
0,29.8,8.0,1184,344,537,259,40,4,1449,263,1755
0,16.6,8.5,10285,4618,4114,1471,72,10,15872,281,2074
1,22.0,8.9,5700,3033,2235,416,11,5,6877,286,745
0,28.0,8.0,14752,4765,6299,3172,398,118,16487,1660,31504
1,18.0,8.3,63981,24697,22010,13436,2495,1343,87429,2816,30240
0,39.0,8.5,60,25,27,6,1,1,62,13,915
0,39.0,8.1,5384,1768,2598,938,75,5,6118,301,5021
0,39.8,8.0,387,176,154,47,7,3,388,74,1185
0,28.0,9.2,866,519,285,60,1,1,967,63,679
0,38.0,7.6,38,9,21,6,1,1,44,3,170
1,59.0,8.2,31,16,7,6,1,1,35,18,212
0,59.0,7.7,156,49,49,48,8,2,165,26,657
1,25.0,7.4,5028,935,2112,1745,191,45,6032,829,16689
1,98.0,9.2,2221,1541,551,115,8,6,2023,861,6547
0,98.0,9.1,7697,4560,2461,646,23,7,8466,2192,15732
0,108.0,6.5,158,87,16,43,8,4,155,16,459
0,68.0,7.9,512,155,267,75,13,2,497,217,8954
1,37.0,8.6,2473,1210,1077,175,9,2,2686,142,1011
1,42.0,7.8,21676,8649,8086,3728,802,411,34816,5206,51039
1,49.0,8.4,132,51,51,24,4,2,136,36,427
1,37.0,8.2,2325,703,1165,417,34,6,2587,913,14506
0,15.0,6.8,14895,1787,4782,6331,1534,461,19061,1090,8494
0,58.0,8.1,182,62,77,36,6,1,178,122,1634
0,69.0,6.8,160,16,68,59,11,6,167,28,641
0,59.0,8.1,431,132,197,80,16,6,497,99,1505
0,49.0,8.6,1993,934,784,253,13,9,2143,568,7041
0,88.0,9.0,573,335,196,39,2,1,585,188,6608
1,28.0,8.5,3045,1238,1476,289,24,18,3428,100,2582
0,39.8,7.4,1145,274,438,354,68,11,1097,221,944
0,68.0,6.2,196,8,38,100,44,6,232,12,97
0,48.0,8.3,1218,457,592,146,17,6,1235,188,987
0,39.0,7.0,1200,216,407,463,80,34,1314,94,1600
1,59.0,8.0,2786,780,1391,543,61,11,2852,671,16641
1,25.0,7.3,17896,2523,7964,6586,680,143,21960,5429,38112
1,22.0,7.9,46940,13331,20279,12064,1032,234,72295,1588,7335
0,72.0,7.6,149,49,64,28,7,1,155,26,734
0,36.0,7.3,2022,358,908,651,93,12,2123,226,3667
1,33.0,8.7,643,293,268,74,7,1,732,154,1921
1,29.0,7.4,938,128,464,318,27,1,1084,146,1172
1,24.0,8.9,5680,3102,2165,397,11,5,6878,347,978
0,16.0,8.6,839,362,369,101,6,1,1087,81,2249
0,58.0,9.0,4594,2872,1305,381,27,9,4696,1644,14741
0,69.0,8.5,63,18,30,13,1,1,71,9,53
0,69.0,7.8,107,27,52,22,5,1,107,42,692
1,118.0,8.2,419,150,193,62,12,2,509,129,1326
0,280.0,9.0,56,27,22,5,1,1,59,10,226
1,13.8,8.8,32377,17402,12227,2587,129,32,49552,1023,14471
1,39.8,8.3,1565,578,733,236,14,4,1894,252,2339
0,59.8,7.5,286,64,105,105,10,2,291,92,2080
1,28.0,8.6,3224,1472,1304,416,29,3,3759,516,2401
1,250.0,8.3,8394,3056,3853,1427,50,8,11647,549,7229
0,29.9,7.6,352,113,109,82,35,13,421,82,1517
1,45.0,8.5,280,104,131,43,1,1,299,78,962
0,32.0,8.4,849,363,322,145,15,4,1091,157,2382
0,27.0,8.6,176,76,78,20,1,1,222,73,1007
1,28.0,8.8,19,7,7,3,1,1,19,3,274
0,550.0,8.5,16,8,4,2,1,1,20,1,490
1,36.8,6.4,415,47,85,226,47,10,491,53,276
1,18.0,8.0,32059,9393,13786,8079,673,128,52088,704,9310
0,32.8,7.1,1811,239,699,745,105,23,2388,577,8117
1,45.0,8.1,207,73,102,28,2,2,211,53,776
0,128.0,9.2,67,35,26,4,1,1,73,7,439
0,36.0,9.0,34909,20619,12126,2026,104,34,42304,5603,64487
0,25.0,6.7,1359,201,403,569,125,61,1888,63,619
1,21.0,8.0,3588,962,1687,868,64,7,4912,982,10278
0,30.0,8.0,223,68,103,45,6,1,247,53,1086
0,28.0,6.5,23,6,6,4,6,1,19,7,20
1,38.0,7.6,579,85,276,194,19,5,611,85,755
0,24.8,8.8,286,131,122,27,4,2,334,42,2167
0,49.8,7.1,132,28,50,44,7,3,131,18,63
0,59.0,7.3,111,24,34,45,6,2,125,38,1141
0,45.0,7.9,864,199,453,197,13,2,946,139,1126
1,45.0,7.6,154,24,70,55,4,1,189,19,694
1,49.9,7.3,486,152,202,112,19,1,506,54,469
0,88.0,8.3,569,238,224,88,14,5,558,398,7822
1,78.0,8.2,512,192,224,78,12,6,477,127,2743
1,20.0,8.2,4458,1585,1803,951,102,17,6860,965,7681
1,58.0,7.4,203,44,70,74,12,3,229,33,886
0,36.0,9.1,1108,700,349,52,5,2,1181,134,1615
0,35.0,7.2,231,41,90,86,13,1,256,8,773
0,39.8,6.7,269,46,84,102,27,10,303,64,670
1,39.0,8.2,29,9,15,3,1,1,51,15,332
0,128.0,9.2,15,9,3,1,1,1,14,1,312
1,28.0,8.3,1844,742,749,326,20,7,2312,138,1598
0,36.0,8.0,77,18,38,15,5,1,96,8,33
0,29.0,8.6,436,197,173,61,4,1,504,56,358
0,28.8,7.7,945,311,339,248,30,17,1088,168,1577
0,380.0,8.2,46,20,16,8,1,1,37,14,274
0,36.0,7.1,345,38,144,142,17,4,419,50,689
0,45.0,8.4,55,21,21,11,1,1,59,9,318
0,36.0,7.0,487,97,156,191,35,8,581,92,877
1,25.0,8.2,1551,506,731,273,40,1,1763,250,5708
1,35.0,8.0,1486,427,681,342,32,4,1769,273,3808
0,29.8,7.1,8786,1529,3427,3119,571,140,9937,721,7880
0,48.0,8.5,27,10,13,2,1,1,70,11,37
0,48.0,7.5,145,21,75,44,4,1,147,27,533
1,48.0,8.3,1227,537,457,206,24,3,1350,336,3948
0,58.0,8.2,649,228,314,95,9,3,698,297,2580
0,49.8,7.1,21,1,12,6,1,1,26,0,8
0,240.0,8.0,755,212,367,160,15,1,978,169,2959
1,38.0,8.0,1572,525,747,261,28,11,1987,161,512
1,42.0,7.2,535,141,232,141,18,3,556,35,824
0,200.0,9.0,66,39,20,5,1,1,103,2,154
0,32.0,7.0,5168,900,1863,1837,460,108,6524,1293,9476
0,59.5,8.3,340,127,165,42,5,1,381,132,1826
0,69.0,7.6,36,15,12,7,1,1,38,4,70
0,68.0,7.9,299,93,129,64,10,3,342,42,1437
0,49.8,7.8,168,72,58,33,3,2,160,26,309
0,46.8,7.4,2534,939,695,614,170,116,2880,139,4072
1,3.9,8.5,4158,1740,1832,566,12,8,6203,172,4911
0,49.0,8.2,68,34,30,2,1,1,70,1,746
0,49.8,9.3,32,20,8,2,1,1,35,8,78
0,38.9,9.5,89,66,20,1,1,1,104,9,200
1,48.0,6.9,739,80,263,327,66,3,878,76,1794
1,58.0,8.6,3620,1586,1633,362,32,7,3591,1059,16276
0,39.0,6.6,12383,2885,3975,3703,941,879,13379,757,2256
0,38.0,7.4,111,17,35,53,5,1,132,17,74
0,48.0,8.7,25,16,4,3,1,1,23,6,48
0,28.0,8.1,338,102,151,75,9,1,436,89,1925
0,49.8,8.3,461,218,186,52,1,4,466,49,644
1,58.0,5.9,40,5,5,17,12,1,43,6,106
0,128.0,8.7,694,331,291,64,4,4,708,167,1891
0,49.0,7.7,216,39,118,52,6,1,213,65,845
0,68.0,7.6,275,63,111,68,25,8,327,61,616
0,20.0,7.8,469,114,218,120,11,6,671,177,1652
1,24.8,8.2,2146,827,835,421,53,10,2670,157,1116
0,98.0,8.9,23,14,6,1,1,1,27,8,106
0,25.0,8.2,1216,423,556,227,8,2,1359,319,2569
1,55.0,8.7,436,209,171,51,4,1,472,148,2787
0,39.8,8.4,24,10,6,6,1,1,21,4,36
0,46.0,8.0,292,84,131,66,9,2,316,29,236
0,300.0,7.9,160,30,93,33,3,1,182,45,781
0,59.8,5.7,39,5,4,20,9,1,41,6,72
1,25.0,9.1,10662,6484,3508,629,31,10,12844,1619,19836
0,98.0,8.1,394,117,208,61,7,1,392,106,7036
0,170.0,8.2,414,168,151,86,7,2,504,149,1783
1,38.0,8.6,2475,1226,956,255,34,4,2734,473,5277
0,58.0,8.7,3816,1813,1527,435,34,7,5495,331,10315
1,68.0,8.2,82,29,40,11,1,1,85,17,159
0,25.0,8.3,107,45,47,11,3,1,123,9,254
1,45.0,7.3,155,45,43,49,12,6,156,22,336
0,39.8,6.8,100,26,29,36,8,1,115,11,1012
0,38.0,7.9,233,54,116,55,7,1,308,17,165
1,22.0,7.7,25974,5948,12417,6831,623,155,36334,1343,5366
0,19.8,7.3,78,13,31,32,1,1,98,6,16
1,39.9,9.1,2277,1331,767,163,15,1,2439,522,5392
0,36.0,7.2,751,117,287,306,39,2,883,83,1234
1,25.0,8.4,2203,780,1045,352,24,2,2637,209,3152
0,42.0,8.2,26,9,12,3,1,1,26,8,348
0,75.0,6.8,292,24,96,159,11,2,366,22,237
1,32.0,8.2,3778,1370,1619,726,52,11,4362,178,3944
1,79.0,8.5,27,12,8,5,1,1,28,11,48
1,15.8,9.2,61699,40599,18202,2714,123,61,84196,1975,19330
0,26.0,8.2,1075,330,533,199,12,1,1350,224,4036
0,39.0,7.8,61,25,20,14,1,1,58,10,420
0,128.0,7.3,16,1,6,7,1,1,19,3,108
0,72.0,7.9,54,16,29,7,1,1,64,9,132
1,38.0,7.0,66,46,13,5,1,1,66,14,113
1,18.0,6.4,1264,92,311,611,205,45,1887,174,2833
1,29.0,7.8,1789,415,872,449,41,12,2051,595,5646
0,112.0,8.4,103,35,55,11,1,1,143,37,328
1,168.0,8.2,2382,971,969,388,38,16,2308,430,3597
0,35.0,6.4,775,108,244,323,84,16,858,113,319
0,380.0,7.4,43,6,20,15,1,1,53,11,150
0,32.0,7.4,58,6,32,18,1,1,78,7,76
0,39.8,7.6,70,30,28,10,1,1,65,6,54
0,64.0,6.9,14,1,5,6,1,1,15,1,12
0,26.8,7.9,3609,1574,1213,642,119,61,4117,233,1272
1,30.0,8.6,761,372,298,81,5,5,900,14,334
0,49.0,7.9,161,45,68,44,3,1,175,44,537
1,28.0,7.8,5240,1322,2314,1390,178,36,6850,845,8325
0,29.0,8.0,23,6,6,8,2,1,24,6,53
1,32.0,7.2,10730,1620,4464,4024,515,107,15873,367,1146
0,29.5,8.2,2035,675,909,397,44,10,2313,258,2816
0,38.0,8.3,510,190,225,88,5,2,597,153,1597
1,68.0,7.8,211,67,81,54,8,1,219,20,1192
0,35.0,8.6,8364,3794,3694,810,50,16,9615,1648,11275
1,20.0,7.6,4076,835,1686,1393,134,28,5069,418,3436
0,22.0,8.3,4014,1600,1765,589,48,12,4918,331,624
0,56.0,8.8,131,67,43,19,1,1,134,37,472
0,32.0,6.7,622,109,179,235,76,23,749,196,1943
1,58.0,8.6,195,148,37,8,1,1,208,29,310
1,78.0,9.1,29,18,6,3,1,1,32,10,61
1,39.8,8.0,3010,776,1546,637,36,15,27589,561,7623
0,79.0,7.9,29,9,9,9,1,1,29,6,99
0,58.0,7.1,27,5,4,16,1,1,31,1,27
1,45.0,8.0,1005,343,426,193,34,9,1014,129,1341
0,36.0,8.0,2535,560,1373,542,48,12,3040,445,4522
1,48.0,7.7,324,83,131,95,13,2,317,56,340
0,72.0,8.8,36,15,15,4,1,1,65,7,211
1,22.0,8.9,5700,3033,2235,416,11,5,6877,286,745
0,32.8,8.2,638,248,255,107,23,5,794,111,254
0,49.8,6.3,731,203,187,209,70,62,676,144,600
1,68.0,7.0,16480,1679,6734,6520,1152,395,17479,1180,5514
1,88.0,8.4,88,28,42,16,1,1,93,15,173
0,18.0,8.4,1364,497,674,184,8,1,1951,25,489
0,45.0,8.4,556,231,245,70,7,3,600,41,1998
0,25.0,8.0,89964,27827,36743,22063,2521,810,129223,3897,25439
1,28.0,8.5,9401,4344,3507,1250,225,75,9787,4090,9011
0,450.0,7.6,45,9,25,9,1,1,58,12,250
1,48.0,7.7,3494,719,1634,981,129,31,4184,488,5343
0,68.0,8.4,141,56,63,20,1,1,152,17,790
0,12.99,8.1,22,6,8,6,1,1,27,6,29
0,50.0,7.2,262,54,109,87,11,1,277,55,1401
0,48.0,7.4,17,3,7,5,1,1,21,2,25
0,150.0,9.4,817,715,78,1,1,22,790,41,110
0,450.0,9.3,22,15,3,2,1,1,30,5,365
1,22.0,8.8,16836,8823,6583,1330,84,16,20545,2202,19934
0,29.8,7.6,62,28,20,12,1,1,75,2,444
0,69.0,7.6,23,9,6,6,1,1,20,5,25
0,25.0,8.2,1980,584,1008,366,19,3,2799,150,2233
1,69.9,7.0,30,6,17,5,1,1,30,11,219
1,25.0,7.8,2608,629,1258,649,65,7,3327,285,4153
0,39.0,7.5,104,34,36,28,5,1,121,17,108
1,26.8,9.0,1935,1241,557,123,9,5,1993,297,2767
0,32.0,7.6,163,29,77,50,6,1,191,22,242
0,68.0,8.1,2087,884,759,334,81,29,2263,275,13612
0,54.0,8.6,55,27,21,5,1,1,67,25,472
0,39.0,7.6,116,21,59,33,2,1,151,9,57
0,46.0,7.7,172,42,79,45,4,2,202,30,510
1,53.0,8.0,128,42,62,22,1,1,134,31,787
0,29.8,8.2,11481,3862,5345,2149,103,22,15701,1234,8813
1,68.0,8.3,150,63,69,16,1,1,151,21,293
0,26.8,6.6,2721,362,740,1203,302,114,3575,194,1254
0,38.0,8.0,387,105,199,70,12,1,424,56,914
0,480.0,9.2,2240,1422,681,127,6,4,2602,379,9961
1,96.0,7.7,41,7,24,8,1,1,48,10,29
1,25.0,7.4,17864,3448,7361,5788,964,303,22223,3336,12547
1,45.0,7.7,35,11,17,5,1,1,43,12,230
0,42.0,6.8,70,9,20,31,7,3,74,11,31
0,36.0,6.7,241,11,66,145,18,1,267,12,58
0,35.0,6.6,21,6,10,2,2,1,27,6,26
1,42.8,7.7,102,27,42,27,3,3,114,14,324
0,88.0,7.4,69,16,22,26,4,1,78,16,427
0,32.0,7.9,91,29,40,17,4,1,111,23,433
0,68.0,9.1,2442,1632,642,139,17,12,2692,395,5480
1,56.0,7.5,172,29,78,50,14,1,210,13,258
0,54.0,8.6,323,152,137,31,2,1,352,55,2768
0,50.0,8.9,675,373,238,62,1,1,770,138,3556
1,98.0,9.1,213,125,71,15,1,1,158,151,2249
1,260.0,7.6,782,171,339,238,24,10,967,240,4387
1,23.0,8.9,4222,2410,1450,325,29,8,4609,800,9113
0,39.0,8.0,274,67,144,55,7,1,300,79,1241
0,30.0,8.5,367,175,139,44,5,4,406,124,1574
0,22.8,8.1,4632,1492,2187,852,74,27,6282,370,4040
0,45.0,8.2,1219,397,594,206,19,3,1246,291,6850
0,85.0,9.4,562,428,112,18,2,2,560,226,4634
0,35.0,7.2,414,79,160,140,31,4,478,75,777
0,196.8,9.0,17,7,7,1,1,1,16,5,83
0,32.0,6.9,248,32,100,80,28,8,274,65,432
0,45.0,8.2,774,271,335,153,13,2,868,272,4676
0,32.0,8.5,724,330,284,101,7,2,776,291,3084
0,28.0,7.6,12878,3004,5505,3803,425,141,16308,3600,16691
1,125.0,9.4,79,64,12,1,1,1,83,49,912
0,88.0,8.1,121,52,49,16,3,1,115,57,1894
0,30.0,8.1,2966,939,1429,546,44,8,3489,1155,8455
1,18.4,9.0,166,113,38,13,1,1,187,57,941
0,45.0,8.4,126,60,47,17,1,1,133,59,615
0,35.0,8.1,362,125,152,75,9,1,372,147,3674
1,39.5,8.5,617918,299691,245314,66117,5561,1235,703811,22160,235433
0,62.9,7.3,63,17,19,22,4,1,74,18,212
0,56.0,8.7,125,64,46,13,1,1,123,50,343
0,16.0,8.1,725,195,374,153,2,1,952,151,2115
0,79.0,9.1,84,47,26,9,1,1,91,43,1316
0,28.8,8.4,321,138,125,51,6,1,383,103,1270
1,58.0,7.9,3258,1046,1447,645,88,32,3113,916,11925
0,49.0,7.6,69,14,27,24,3,1,65,19,1014
1,45.0,8.4,182,77,71,30,2,2,196,57,1174
0,58.0,9.4,567,408,138,19,1,1,560,139,2099
1,39.9,8.2,3075,1443,1221,384,18,9,4327,584,2288
1,29.0,8.4,691,285,285,106,11,4,822,223,4652
1,32.0,7.9,436,134,187,102,7,6,505,118,2099
1,40.0,8.7,1795,919,656,201,16,3,1986,871,5677
1,25.0,7.8,3698,917,1609,1021,118,33,4603,1001,8782
1,59.9,7.9,4599,1334,2024,1048,161,32,4891,1190,17336
1,52.0,7.5,389,94,199,81,12,3,403,75,3433
1,39.8,8.4,204,103,66,27,6,2,211,61,525
1,31.0,8.5,636,283,247,93,10,3,719,181,2192
1,75.0,8.6,269,111,130,23,4,1,369,109,3195
1,62.0,8.6,102,49,38,13,1,1,113,41,560
0,62.0,9.6,70,46,20,2,1,1,64,25,134
1,39.0,8.0,1358,317,735,290,14,2,1525,81,2486
0,29.0,9.0,721,434,240,41,4,2,778,261,4180
1,25.0,8.3,2601,843,1249,460,44,5,2902,130,1311
0,25.0,8.1,3991,1238,1717,902,111,23,4777,785,13679
1,28.0,8.0,3594,1124,1473,808,143,46,3715,1021,5461
1,16.0,7.8,2115,546,920,553,69,27,2666,243,2922
0,45.0,9.1,251,156,76,15,3,1,247,103,1658
0,39.9,7.3,514,108,200,160,39,7,610,197,3277
0,46.9,7.6,231,41,116,69,3,2,265,43,651
1,35.0,7.5,2475,795,757,626,146,151,2983,630,2884
0,33.0,8.6,81,50,22,4,1,4,54,58,666
1,49.0,8.7,391,185,150,45,10,1,370,136,2047
0,85.0,9.2,51,33,10,5,2,1,42,25,789
1,25.0,8.6,711,320,276,92,14,9,817,160,799
1,26.0,7.7,5041,1396,2113,1316,181,35,6398,981,7002
1,88.0,9.0,1154,737,326,85,3,3,1033,465,5776
0,45.0,8.6,37860,18022,14501,4732,454,151,46845,9779,87667
0,99.0,9.2,517,301,186,26,2,2,566,298,5870
0,46.8,8.1,204,93,84,22,3,2,192,46,1133
0,49.0,8.3,5146,2116,2131,782,87,30,5168,1442,13644
1,26.8,7.5,202,35,88,72,6,1,230,69,1078
1,52.9,7.4,938,181,391,314,38,14,1045,162,2411
0,68.0,7.9,512,155,267,75,13,2,497,217,8954
0,39.0,8.6,1848,918,760,162,5,3,1995,84,3132
0,45.0,8.1,696,226,302,144,15,9,705,170,3397
1,49.0,7.9,1321,364,612,320,23,2,1358,236,4033
0,49.0,7.1,167,37,90,31,7,2,183,27,355
0,69.0,7.7,3648,1010,1480,871,196,91,3592,1837,9338
0,35.0,8.3,479,168,224,78,8,1,648,219,5750
1,28.0,7.9,6840,1799,3394,1484,136,27,8109,1112,8408
0,320.0,8.7,255,132,93,27,2,1,272,58,1001
0,88.0,9.1,804,502,241,45,8,8,670,463,7156
0,42.0,7.7,487,160,187,123,13,4,480,162,1372
0,59.9,6.5,9480,2961,2790,2287,920,522,9086,1235,9862
1,39.0,8.1,1752,557,797,334,47,17,1898,347,5459
1,29.8,7.1,838,208,278,248,64,40,912,237,2633
1,109.9,8.4,1251,502,534,189,20,6,1290,587,7340
0,42.0,7.9,1570,487,705,347,28,3,1597,339,7358
1,68.0,9.0,16268,9989,5076,1090,65,48,18494,10723,99094
0,58.0,8.1,115,33,61,19,1,1,133,28,1615
1,35.0,8.0,1493,436,710,305,32,10,1544,309,866
1,69.0,8.4,2534,1070,1039,375,40,10,2615,1037,11465
1,28.0,9.2,3196,2224,841,121,9,1,3155,1070,11586
0,49.0,9.0,384,237,122,23,1,1,400,79,981
0,48.0,7.4,863,337,324,158,38,6,892,58,746
0,78.0,8.3,155,69,57,24,3,2,148,78,1522
1,28.0,7.7,1042,198,488,314,33,9,1153,237,2414
0,85.0,8.9,74,41,24,6,2,1,73,69,2284
0,75.0,9.0,106,66,32,6,1,1,95,60,1349
1,22.0,8.2,1005,407,367,202,23,6,1249,259,4819
1,24.8,7.7,2230,562,944,624,80,20,2801,665,10012
0,45.0,7.9,193,69,80,39,4,1,206,9,222
1,68.0,8.5,11705,5333,4550,1508,233,81,12866,4858,47690
0,79.9,8.6,746,354,275,104,11,2,767,236,3947
0,38.0,7.1,139,32,62,42,2,1,148,30,1712
0,46.8,7.6,93,29,35,26,2,1,93,21,236
1,35.0,9.1,687,456,189,38,2,2,657,248,3035
0,36.8,8.0,323,110,133,69,10,1,326,88,1873
0,32.0,8.3,474,205,181,79,6,3,516,139,599
0,28.0,8.4,413,185,166,49,9,4,7439,119,3644
0,32.0,8.4,34793,14663,13340,5503,870,417,41507,6520,56001
0,42.0,7.5,705,151,297,207,41,9,789,222,2824
0,29.8,8.5,834,410,321,86,11,6,852,174,2213
0,42.0,7.8,4663,1069,2302,1186,88,18,5698,1108,7004
0,45.0,8.0,458,178,191,78,10,1,458,126,2303
0,45.0,8.2,760,279,359,108,9,5,736,215,1422
1,72.9,7.5,158,52,62,36,5,3,171,44,623
1,78.0,9.7,3716,3190,438,74,7,7,4190,1268,8489
1,22.0,7.8,298,81,142,57,17,1,360,61,748
1,29.8,7.7,4681,1189,1934,1339,173,46,5352,1221,14809
0,24.0,7.6,2591,456,1233,828,72,2,3167,551,10066
0,78.0,7.9,1310,478,558,220,31,23,1273,238,3114
1,45.0,8.3,394,148,180,60,5,1,393,61,655
1,40.0,9.4,2583,1952,540,77,7,7,2514,663,3607
1,26.0,8.5,1459,654,546,222,30,7,1737,650,6678
1,138.0,9.4,3596,2700,751,125,10,10,2800,2220,15303
0,36.0,8.0,6476,2043,3041,1225,116,51,7025,679,11313
1,48.0,8.0,294,122,101,52,14,5,298,51,498
1,42.0,7.4,1076,196,490,330,50,10,1114,216,4144
0,45.0,8.0,285,105,91,69,14,6,276,79,1052
1,28.0,8.6,1769,882,675,196,15,1,2026,497,5296
0,3.85,8.9,400,229,124,33,10,4,464,249,5460
0,26.0,8.4,6511,2934,2251,1106,162,58,7656,2495,11357
0,65.0,8.9,150,86,46,14,3,1,137,64,1075
0,29.0,6.8,24168,2707,8290,10465,2175,531,27683,2587,12158
0,39.0,7.5,476,112,213,130,12,9,509,87,1316
1,69.9,8.2,690,245,288,124,22,11,675,229,2976
1,88.0,8.5,1692,735,723,208,16,10,1865,734,5123
1,49.0,8.0,420,132,170,99,16,3,436,109,1637
